"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39"
"1",152.920551136944,124.099825589406,105.426231060198,143.497280896673,42.5043691726384,370.997898454035,234.882572377759,169.717688932503,131.994788218049,83.9281076547555,113.130351015009,135.952056123226,140.906414926733,137.302027943693,308.270717632315,160.853432066003,209.481943695855,76.4348609567264,70.7352063264209,98.86898143846,241.182010126524,223.547335983363,146.649323297185,193.869168237587,394.005161805151,378.146922614503,407.982568003422,243.500378996891,126.630389522215,199.882857949885,211.673959746527,188.740306964385,117.858529247616,412.736498589487,162.012002167266,245.454349056029,206.480046319607,292.069752577409,69.2377732009065
"2",362.146577169498,177.783458007296,229.16333383085,33.3924490136912,163.945423951605,67.1055630278616,218.230449709186,137.031319212169,148.64277952483,79.2654350072691,52.0181356757117,121.311065463802,161.34879636688,109.333096325533,169.837297656057,92.6655641249799,309.746805635751,76.4348609567264,161.142333938888,113.496173212917,95.6133581347911,130.20651850259,57.8335359481857,120.839860961098,36.980006654067,54.1499173194993,44.7606774248359,160.244734707513,209.676365906552,19.6495012899887,41.3177398904632,245.919005857081,273.172099569687,52.289252355087,139.004380557713,160.846978737474,151.134879264867,58.4139505154818,63.9792081476731
"3",112.610949791222,52.9864423864881,47.1643665269305,0,12.1441054778967,11.5038108047763,54.3385055500785,24.5147772902504,NA,25.4327598953804,19.2794488868022,3.4859501570058,21.1724664915816,12.0774931987508,69.8576054509819,14.5700572523553,90.417420142228,13.8972474466775,69.8981032929722,58.7796410195776,4.29722957909174,0,7.57343923131004,0,0,4.51249310995827,0,5.37133188963731,20.6142494571048,0,14.6201233458562,16.6982041014067,66.420272838699,4.18314018840696,10.5451599043782,40.9090581760049,21.2866027133616,14.1324073827778,36.8099553726338
"4",18.5552133178718,18.8241308478313,19.9754964114059,27.0749586597496,12.1441054778967,31.6354797131347,116.564858680007,116.288046120419,43.4036916212502,47.4744851380435,45.1066351313864,29.2819813188487,37.2343376231262,19.0697261032907,122.411033404932,37.8821488561239,141.445073093782,48.0613140864265,27.205848587085,34.4009880621491,44.5837568830768,17.2562855846806,27.5397790229456,15.7617209949258,26.2221865365203,42.4174352336078,29.3512638851383,10.7426637792746,35.3387133550369,29.8130364399829,29.8759042284888,16.6982041014067,43.9472481940264,55.0780124806916,23.0076216095525,58.5743332974616,29.8012437987062,58.4139505154818,95.5305984670735
"5",139.484017355036,145.015526531441,72.6886119415046,433.199338555994,588.98911567799,1316.22768624648,743.210527523655,470.180856746342,649.271660964455,493.395541970381,342.664921723919,592.611526690986,589.908721558549,492.634591001677,344.160863552085,810.095183230957,484.315092048964,597.002588230189,162.397988489061,488.385680913817,774.038477933899,683.976410447341,282.971229460766,484.935615943883,563.440828656512,690.411445823616,604.636036033849,988.325067693264,432.899238599201,416.704941149761,417.627001662067,662.868102207358,411.506051271338,801.768536111334,658.593168573441,820.040666164462,798.247601751058,960.061541536708,436.460899418373
"6",3.83900965197348,0,0,16.2449751958498,0,171.598511171246,56.9677880766952,48.4009705474175,175.993050957398,66.5490550595788,54.2007147949723,146.409906594244,31.3936572116554,87.085082538361,34.6083549940644,174.840687028264,51.9228749331606,150.553514005673,4.18551516724384,52.2786668975966,77.8872861210377,175.700362316748,53.0140746191703,13.1347674957715,12.1025476322401,9.92748484190821,60.1700909645335,307.956361672539,91.8806547230958,35.2335885199798,26.697616544607,87.5390699861626,28.4658312165853,61.3527227633021,46.0152432191051,56.7148306530977,23.4152629846977,68.7777159295188,0
"7",179.793618700758,163.142467347871,199.200089213742,57.7599118074659,91.0807910842252,420.847745274732,613.499256210564,451.323335753841,698.621063766699,1271.63799476902,902.860229000814,971.882903773217,335.109038608136,406.185166000092,456.958465014221,716.846816815883,519.228749331606,609.741731722977,234.80740088238,507.346855436262,567.771458137496,514.551061070477,108.093632665061,245.357456821011,187.589488299722,275.262079707455,271.499190937529,469.096318361658,174.926631107432,149.065182199915,161.457014341195,123.971515298323,184.278802086315,111.550405024186,70.9401666294537,605.268110740436,292.336010596832,120.596542999704,70.990628218651
"8",57.5851447796022,50.1976822608835,68.24961273897,8.12248759792489,39.4683428031643,288.553921019805,245.399702484226,189.83237799117,241.990445066423,201.342682505095,151.32548560207,209.854199451749,118.273778332283,NA,192.268638855913,169.012664127322,299.004141856477,199.772932045989,67.8053457093502,66.0932369068061,82.7216693975159,190.603518048972,13.7698895114728,0,33.6181878673337,11.7324820858915,38.1566430506798,279.30925826114,0,0,9.53486305164536,19.2282350258623,57.43106298083,27.8876012560464,2.87595270119407,259.400618888758,181.645676487352,26.3804937811853,42.0685204258672
"9",12.7966988399116,23.7044610676394,8.32312350475244,1.80499724398331,0,0,0,10.6859285624169,13.6751357162843,66.1251757279892,48.7442669968208,5.57752025120928,0,34.9611645226997,23.0722366627096,5.82802290094213,32.2279913378238,15.0553514005673,4.18551516724384,48.757305914857,14.5031498294346,0,4.81946132901548,0,0,0,1.46756319425691,0,0,0,0,0.506006184891113,23.4718257399914,0,1.91730180079604,96.6941375069207,0,3.76864196874076,0
"10",323.756480649764,354.172535951789,205.303713117227,188.622211996256,224.665951341089,78.6093738326378,99.9127360114347,81.0873402677514,148.04820840673,281.031996843954,110.584008709205,78.0852835169299,111.703012869379,NA,89.0844693365732,203.980801532975,120.854967516839,88.5949524725692,447.431571378367,217.511759164612,414.682654382352,92.556440863287,221.695221134712,162.871116947566,130.438568925255,117.324820858915,151.892790605591,117.274079590415,495.330965526433,281.191139149839,286.045891549361,351.674298499324,552.337005711286,109.458834929982,218.572405290749,109.710656017468,110.69033410948,107.406296109112,68.3613456920343
